923869,Normal
923869,Normal
217750,Coach
923869,Normal
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
217750,Coach
2,Coach
2,Coach
1,Admin
2,Coach
2,Coach
2,Coach
2,Coach
217750,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
1,Admin
2,Coach
217750,Coach
1,Admin
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
1,Admin
2,Coach
1,Admin
1,Admin
2,Coach
2,Coach
2,Coach
1,Admin
1,Admin
1,Admin
2,Coach
1,Admin
1,Admin
2,Coach
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
2,Coach
1,Admin
2,Coach
1,Admin
1,Admin
2,Coach
2,Coach
2,Coach
1,Admin
1,Admin
2,Coach
111111,Prime
197995,Normal
1,Admin
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
222222,Prime
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
2,Coach
1,Admin
1,Admin
1,Admin
1,Admin
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
2,Coach
1,Admin
1,Admin
1,Admin
2,Coach
2,Coach
3,Prime
2,Coach
1,Admin
2,Coach
2,Coach
3,Prime
1,Admin
2,Coach
3,Normal
1,Admin
1,Admin
3,Normal
2,Coach
3,Normal
4,Coach
1,Admin
2,Coach
3,Prime
4,Normal
4,Normal
3,Prime
1,Admin
5,Normal
3,Prime
5,Normal
1,Admin
5,Normal
5,Normal
740960,Normal
5,Prime
2,Coach
5,Prime
2,Coach
932429,Normal
932429,Normal
932429,Normal
952265,Normal
952265,Prime
952265,Prime
1,Admin
952265,Prime
1,Admin
004851,Normal
1,Admin
049077,Normal
1,Admin
2,Coach
1,Admin
2,Coach
1,Admin
111111,Prime
111111,Prime
111111,Prime
1,Admin
1,Admin
1,Admin
1,Admin
1,Admin
11,Admin
11,Admin
2,Coach
111111,Prime
111111,Prime
2,Coach
111111,Prime
923869,Normal
2,Coach
11,Admin
